date,open,high,low,close,volume
2017-02-03,16337,16337,16006,16006,1546040
2017-02-06,16006,16089,15882,16006,1288900
2017-02-07,16048,16234,16027,16234,1527190
2017-02-08,16296,16461,16172,16441,1792740
2017-02-09,16482,16503,16337,16420,1203520
2017-02-10,16399,16399,16254,16254,1754030
2017-02-13,16254,16254,16006,16068,1490330
2017-02-14,16068,16172,15924,16006,1325510
2017-02-15,16068,16254,15965,16130,1419820
2017-02-16,16213,16358,15924,15965,1359740
2017-02-17,16006,16027,15841,15841,1220700
2017-02-20,15924,15924,15675,15696,1322360
2017-02-21,15717,15903,15696,15882,1076370
2017-02-22,15924,15924,15634,15675,802090
2017-02-23,15675,15799,15531,15551,1453770
2017-02-24,15634,15655,15427,15489,785650
2017-02-27,15386,15861,15386,15799,902460
2017-02-28,15799,15799,15469,15469,703780
2017-03-01,15469,15551,15386,15386,753500
2017-03-02,15551,15593,15262,15262,1147120
2017-03-03,15386,15551,15262,15510,516470
2017-03-06,15717,15717,15427,15427,510190
2017-03-07,15510,15510,15344,15510,561990
2017-03-08,15427,15799,15427,15593,892080
2017-03-09,15696,15882,15634,15634,1001970
2017-03-10,15675,15799,15448,15510,596520
2017-03-13,15344,15469,15324,15324,885720
2017-03-14,15324,15469,15324,15324,502570
2017-03-15,15407,15407,15282,15282,561660
2017-03-16,15303,15407,15282,15344,574840
2017-03-17,15344,15531,15282,15303,3101080
2017-03-20,15469,15675,15469,15531,1083060
2017-03-21,15675,15717,15551,15717,975510
2017-03-22,15717,15861,15551,15593,1941850
2017-03-23,15593,15924,15551,15820,1640470
2017-03-24,15924,15944,15613,15717,1411600
2017-03-27,15717,15882,15613,15634,1677100
2017-03-28,15634,15737,15448,15469,1950220
2017-03-29,15407,15510,15365,15427,1380040
2017-03-30,15427,15551,15386,15386,1000760
2017-03-31,15386,15469,15262,15262,1648790
2017-04-03,15262,15324,15014,15055,2231080
2017-04-04,15096,15344,15076,15220,1012810
2017-04-05,15220,15427,15220,15241,620740
2017-04-07,15138,15262,15138,15220,746360
2017-04-10,15262,15344,15179,15179,701010
2017-04-11,15179,15303,15179,15262,494890
2017-04-12,15303,15303,15158,15220,925540
2017-04-13,15158,15365,15158,15200,771230
